114,81,68,
195,148,128,
93,122,156,
91,108,65,
129,128,176,
97,191,171,
221,123,48,
71,91,170,
193,82,97,
92,57,106,
160,189,62,
228,161,41,
40,63,147,
71,150,73,
174,51,57,
237,198,20,
188,84,151,
0,138,168,
245,245,242,
200,202,202,
161,163,163,
121,121,122,
83,84,86,
49,49,51,
